time,overloaded_nodes,predicted_overloads,migrations,cpu_utilization,ram_utilization,latency,jitter,energy_consumption,reactive_migrations,proactive_migrations
0,0,0,0,0.6715174550109373,0.6925622185076561,13.4971396400875,0,802.9104730065624,0,0
1,0,0,0,0.6957701157740266,0.7095390810418187,13.691160926192214,0.09701064305235718,817.462069464416,0,0
2,0,0,0,0.6607491744685527,0.685024422127987,13.41099339574842,0.11716999994804808,796.4495046811317,0,0
3,0,0,0,0.7160788153934059,0.7237551707753841,13.853630523147245,0.17193185899175312,829.6472892360437,0,0
4,0,0,0,0.6691892715910487,0.690932490113734,13.47851417272839,0.16294856951202133,801.5135629546292,0,0
5,0,0,0,0.6758756784228286,0.69561297489598,13.532005427382629,0.15012031581421156,805.5254070536971,0,0
6,1,1,0,0.7313725754162018,0.7344608027913413,13.975980603329614,0.1969397370673817,838.8235452497211,0,0
7,0,0,0,0.6287861964485089,0.6626503375139563,13.155289571588074,0.2429469012998187,777.2717178691053,0,0
8,0,1,0,0.7216801323732673,0.7276760926612872,13.898441058986137,0.2506782371572283,833.0080794239605,0,0
9,1,1,0,0.7250425577409053,0.7300297904186337,13.925340461927243,0.25590095039964234,835.0255346445431,0,0
10,1,1,0,0.7402938842878585,0.740705719001501,14.04735107430287,0.27714079439348643,844.176330572715,0,0
11,2,3,0,0.8158933500215186,0.7936253450150631,14.65214680017215,0.39852736403269007,889.5360100129111,0,0
12,2,3,0,0.8201119921045816,0.7965783944732072,14.685895936836653,0.4557538057407428,892.067195262749,0,0
13,0,0,0,0.7092511776794971,0.718975824375648,13.799009421435978,0.45684800364225653,825.5507066076982,0,0
14,0,0,0,0.6976128341153958,0.7108289838807771,13.705902672923164,0.4399015122132877,818.5677004692375,0,0
15,0,0,0,0.696883673104027,0.7103185711728188,13.700069384832215,0.4271038369876393,818.1302038624162,0,0
16,0,0,0,0.6174443470988147,0.6547110429691703,13.06455477679052,0.5032619684851873,770.4666082592887,0,0
17,3,3,0,0.8273845735139511,0.8016692014597657,14.744076588111607,0.505417864379289,896.4307441083706,0,0
18,0,0,0,0.6486107539975643,0.6765275277982952,13.313886031980516,0.5483417061170823,789.1664523985387,0,0
19,1,1,0,0.7302459568116025,0.7336721697681217,13.96696765449282,0.5481917494138145,838.1475740869614,0,0
20,1,1,0,0.7282993740533669,0.7323095618373568,13.951394992426938,0.5475580003399767,836.97962443202,0,0
21,2,1,0,0.7806566629850824,0.7689596640895576,14.37025330388066,0.5175504194288504,868.3939977910495,0,0
22,2,2,0,0.7862095403057557,0.7728466782140289,14.414676322446045,0.48320491517699826,871.7257241834534,0,0
23,0,0,0,0.6577498826470138,0.6829249178529098,13.386999061176112,0.5072871738568122,794.6499295882084,0,0
24,1,1,0,0.7596680912423143,0.75426766386962,14.202344729938511,0.5138430216703033,855.8008547453885,0,0
25,1,1,0,0.7577994016401935,0.7529595811481354,14.187395213121547,0.5145863782460955,854.6796409841161,0,0
26,2,2,0,0.8076125334418249,0.7878287734092775,14.585900267534598,0.44784994259508504,884.567520065095,0,0
27,2,2,0,0.7809652227630794,0.7691756559341556,14.37272178210464,0.40751067831904964,868.5791336578477,0,0
28,1,1,0,0.7689663027287282,0.7607764119101098,14.276730421829825,0.3207575855343498,861.3797816372369,0,0
29,1,1,0,0.7656085299794262,0.7584259709855985,14.249868239835408,0.31386898552663,859.3651179876558,0,0
30,2,1,0,0.7790260315032582,0.7678182220522807,14.357208252026066,0.3052405925301686,867.415618901955,0,0
31,3,3,0,0.8420626018514957,0.811943821296047,14.861500814811965,0.3572786775980319,905.2375611108974,0,0
32,4,4,0,0.8908245068736493,0.8497695397487395,15.235771548115542,0.45703007078170926,934.4947041241896,0,0
33,1,1,0,0.766520593251715,0.7590644152762005,14.257164746013718,0.32505781187432886,859.912355951029,0,0
34,2,2,0,0.7957207329912644,0.7795045130938851,14.490765863930113,0.31363036482365764,877.4324397947587,0,0
35,3,3,0,0.8554740018248445,0.8213318012773911,14.968792014598753,0.3262141686972829,913.2844010949066,0,0
36,3,2,0,0.8352410642126631,0.8071687449488643,14.806928513701303,0.33422748236360805,901.1446385275979,0,0
37,1,1,0,0.7649902590298449,0.7579931813208914,14.24492207223876,0.3444908496326208,858.9941554179069,0,0
38,3,4,0,0.8610493800738921,0.8252345660517245,15.013395040591138,0.35153216768839957,916.6296280443353,0,0
39,2,2,0,0.8068446562603222,0.7872912593822257,14.57975725008258,0.32719984092191445,884.1067937561934,0,0
40,3,3,0,0.8496973222392195,0.8172881255674537,14.922578577913757,0.3148730475806288,909.8183933435316,0,0
